Sexo;Comunidad autónoma (1);Familia profesional (2);Total
Mujeres;Asturias, Principado de;ARTES GRÁFICAS;76,2
Mujeres;Asturias, Principado de;ARTES Y ARTESANÍAS;.
Mujeres;Asturias, Principado de;COMERCIO Y MARKETING;83,9
Mujeres;Asturias, Principado de;EDIFICACIÓN Y OBRA CIVIL;76,4
Mujeres;Asturias, Principado de;ELECTRICIDAD Y ELECTRÓNICA;79,5
Mujeres;Asturias, Principado de;ENERGÍA Y AGUA;100,0
Mujeres;Asturias, Principado de;FABRICACIÓN MECÁNICA;70,2
Mujeres;Asturias, Principado de;HOSTELERÍA Y TURISMO;80,8
Mujeres;Asturias, Principado de;IMAGEN PERSONAL;83,5
Mujeres;Asturias, Principado de;IMAGEN Y SONIDO;85,5
Mujeres;Asturias, Principado de;INDUSTRIAS ALIMENTARIAS;94,6
Mujeres;Asturias, Principado de;INDUSTRIAS EXTRACTIVAS;.
Mujeres;Asturias, Principado de;INFORMÁTICA Y COMUNICACIONES;79,5
Mujeres;Asturias, Principado de;INSTALACIÓN Y MANTENIMIENTO;90,7
Mujeres;Asturias, Principado de;MADERA, MUEBLE Y CORCHO;.
Mujeres;Asturias, Principado de;MARÍTIMO-PESQUERA;75,0
Mujeres;Asturias, Principado de;QUÍMICA;78,6
Mujeres;Asturias, Principado de;SANIDAD;92,4
Mujeres;Asturias, Principado de;SEGURIDAD Y MEDIO AMBIENTE;87,4
Mujeres;Asturias, Principado de;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;85,2
Mujeres;Asturias, Principado de;TEXTIL, CONFECCIÓN Y PIEL;.
Mujeres;Asturias, Principado de;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;91,4
Mujeres;Asturias, Principado de;VIDRIO Y CERÁMICA;.
Mujeres;Balears, Illes;ACTIVIDADES FÍSICAS Y DEPORTIVAS;94,7
Mujeres;Balears, Illes;ADMINISTRACIÓN Y GESTIÓN;92,1
Mujeres;Balears, Illes;AGRARIA;89,2
Mujeres;Balears, Illes;ARTES GRÁFICAS;97,3
Mujeres;Balears, Illes;ARTES Y ARTESANÍAS;.
Mujeres;Balears, Illes;COMERCIO Y MARKETING;96,7
Mujeres;Balears, Illes;EDIFICACIÓN Y OBRA CIVIL;84,2
Mujeres;Balears, Illes;ELECTRICIDAD Y ELECTRÓNICA;81,8
Mujeres;Balears, Illes;ENERGÍA Y AGUA;100,0
Mujeres;Balears, Illes;FABRICACIÓN MECÁNICA;.
Mujeres;Balears, Illes;HOSTELERÍA Y TURISMO;94,0
Mujeres;Balears, Illes;IMAGEN PERSONAL;94,6
Mujeres;Balears, Illes;IMAGEN Y SONIDO;95,9
Mujeres;Balears, Illes;INDUSTRIAS ALIMENTARIAS;98,4
Mujeres;Balears, Illes;INDUSTRIAS EXTRACTIVAS;.
Mujeres;Balears, Illes;INFORMÁTICA Y COMUNICACIONES;92,8
Mujeres;Balears, Illes;INSTALACIÓN Y MANTENIMIENTO;.
Mujeres;Balears, Illes;MADERA, MUEBLE Y CORCHO;97,2
Mujeres;Balears, Illes;MARÍTIMO-PESQUERA;98,6
Mujeres;Balears, Illes;QUÍMICA;80,2
Mujeres;Balears, Illes;SANIDAD;89,9
Mujeres;Balears, Illes;SEGURIDAD Y MEDIO AMBIENTE;.
Mujeres;Balears, Illes;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;96,0
Mujeres;Balears, Illes;TEXTIL, CONFECCIÓN Y PIEL;.
Mujeres;Balears, Illes;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;80,0
Mujeres;Balears, Illes;VIDRIO Y CERÁMICA;.
Mujeres;Canarias;ACTIVIDADES FÍSICAS Y DEPORTIVAS;88,9
Mujeres;Canarias;ADMINISTRACIÓN Y GESTIÓN;89,5
Mujeres;Canarias;AGRARIA;90,3
Mujeres;Canarias;ARTES GRÁFICAS;79,8
Mujeres;Canarias;ARTES Y ARTESANÍAS;.
Mujeres;Canarias;COMERCIO Y MARKETING;92,2
Mujeres;Canarias;EDIFICACIÓN Y OBRA CIVIL;89,2
Mujeres;Canarias;ELECTRICIDAD Y ELECTRÓNICA;74,4
Mujeres;Canarias;ENERGÍA Y AGUA;93,5
Mujeres;Canarias;FABRICACIÓN MECÁNICA;100,0
Mujeres;Canarias;HOSTELERÍA Y TURISMO;87,0
Mujeres;Canarias;IMAGEN PERSONAL;93,4
Mujeres;Canarias;IMAGEN Y SONIDO;92,8
Mujeres;Canarias;INDUSTRIAS ALIMENTARIAS;89,6
Mujeres;Canarias;INDUSTRIAS EXTRACTIVAS;.
Mujeres;Canarias;INFORMÁTICA Y COMUNICACIONES;80,0
Mujeres;Canarias;INSTALACIÓN Y MANTENIMIENTO;63,8
Mujeres;Canarias;MADERA, MUEBLE Y CORCHO;92,7
Mujeres;Canarias;MARÍTIMO-PESQUERA;91,4
Mujeres;Canarias;QUÍMICA;88,0
Mujeres;Canarias;SANIDAD;95,8
Mujeres;Canarias;SEGURIDAD Y MEDIO AMBIENTE;89,5
Mujeres;Canarias;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;94,1
Mujeres;Canarias;TEXTIL, CONFECCIÓN Y PIEL;89,0
Mujeres;Canarias;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;84,4
Mujeres;Canarias;VIDRIO Y CERÁMICA;.
Mujeres;Cantabria;ACTIVIDADES FÍSICAS Y DEPORTIVAS;96,1
Mujeres;Cantabria;ADMINISTRACIÓN Y GESTIÓN;96,7
Mujeres;Cantabria;AGRARIA;83,4
Mujeres;Cantabria;ARTES GRÁFICAS;98,0
Mujeres;Cantabria;ARTES Y ARTESANÍAS;.
Mujeres;Cantabria;COMERCIO Y MARKETING;95,7
Mujeres;Cantabria;EDIFICACIÓN Y OBRA CIVIL;88,9
Mujeres;Cantabria;ELECTRICIDAD Y ELECTRÓNICA;84,7
Mujeres;Cantabria;ENERGÍA Y AGUA;95,0
Mujeres;Cantabria;FABRICACIÓN MECÁNICA;93,9
Mujeres;Cantabria;HOSTELERÍA Y TURISMO;90,5
Mujeres;Cantabria;IMAGEN PERSONAL;92,2
Mujeres;Cantabria;IMAGEN Y SONIDO;85,7
Mujeres;Cantabria;INDUSTRIAS ALIMENTARIAS;85,6
Mujeres;Cantabria;INDUSTRIAS EXTRACTIVAS;.
Mujeres;Cantabria;INFORMÁTICA Y COMUNICACIONES;85,0
Mujeres;Cantabria;INSTALACIÓN Y MANTENIMIENTO;85,0
Mujeres;Cantabria;MADERA, MUEBLE Y CORCHO;92,6
Mujeres;Cantabria;MARÍTIMO-PESQUERA;.
Mujeres;Cantabria;QUÍMICA;96,2
Mujeres;Cantabria;SANIDAD;97,3
Mujeres;Cantabria;SEGURIDAD Y MEDIO AMBIENTE;98,3
Mujeres;Cantabria;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;96,7
Mujeres;Cantabria;TEXTIL, CONFECCIÓN Y PIEL;.
Mujeres;Cantabria;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;95,8
Mujeres;Cantabria;VIDRIO Y CERÁMICA;.
Mujeres;Castilla y León;ACTIVIDADES FÍSICAS Y DEPORTIVAS;89,9
Mujeres;Castilla y León;ADMINISTRACIÓN Y GESTIÓN;84,0
Mujeres;Castilla y León;AGRARIA;90,0
Mujeres;Castilla y León;ARTES GRÁFICAS;76,7
Mujeres;Castilla y León;ARTES Y ARTESANÍAS;.
Mujeres;Castilla y León;COMERCIO Y MARKETING;83,1
Mujeres;Castilla y León;EDIFICACIÓN Y OBRA CIVIL;63,9
Mujeres;Castilla y León;ELECTRICIDAD Y ELECTRÓNICA;71,5
Mujeres;Castilla y León;ENERGÍA Y AGUA;82,6
Mujeres;Castilla y León;FABRICACIÓN MECÁNICA;75,9
Mujeres;Castilla y León;HOSTELERÍA Y TURISMO;78,9
Mujeres;Castilla y León;IMAGEN PERSONAL;85,6
Mujeres;Castilla y León;IMAGEN Y SONIDO;85,6
Mujeres;Castilla y León;INDUSTRIAS ALIMENTARIAS;79,7
Mujeres;Castilla y León;INDUSTRIAS EXTRACTIVAS;.
Mujeres;Castilla y León;INFORMÁTICA Y COMUNICACIONES;79,1
Mujeres;Castilla y León;INSTALACIÓN Y MANTENIMIENTO;90,3
Mujeres;Castilla y León;MADERA, MUEBLE Y CORCHO;50,0
Mujeres;Castilla y León;MARÍTIMO-PESQUERA;.
Mujeres;Castilla y León;QUÍMICA;75,1
Mujeres;Castilla y León;SANIDAD;85,1
Mujeres;Castilla y León;SEGURIDAD Y MEDIO AMBIENTE;79,0
Mujeres;Castilla y León;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;90,3
Mujeres;Castilla y León;TEXTIL, CONFECCIÓN Y PIEL;89,7
Mujeres;Castilla y León;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;91,5
Mujeres;Castilla y León;VIDRIO Y CERÁMICA;.
Mujeres;Castilla.La Mancha;ACTIVIDADES FÍSICAS Y DEPORTIVAS;97,5
Mujeres;Castilla.La Mancha;ADMINISTRACIÓN Y GESTIÓN;97,4
Mujeres;Castilla.La Mancha;AGRARIA;98,2
Mujeres;Castilla.La Mancha;ARTES GRÁFICAS;.
Mujeres;Castilla.La Mancha;ARTES Y ARTESANÍAS;.
Mujeres;Castilla.La Mancha;COMERCIO Y MARKETING;98,8
Mujeres;Castilla.La Mancha;EDIFICACIÓN Y OBRA CIVIL;91,3
Mujeres;Castilla.La Mancha;ELECTRICIDAD Y ELECTRÓNICA;97,2
Mujeres;Castilla.La Mancha;ENERGÍA Y AGUA;98,7
Mujeres;Castilla.La Mancha;FABRICACIÓN MECÁNICA;100,0
Mujeres;Castilla.La Mancha;HOSTELERÍA Y TURISMO;98,4
Mujeres;Castilla.La Mancha;IMAGEN PERSONAL;98,6
Mujeres;Castilla.La Mancha;IMAGEN Y SONIDO;94,7
Mujeres;Castilla.La Mancha;INDUSTRIAS ALIMENTARIAS;96,1
Mujeres;Castilla.La Mancha;INDUSTRIAS EXTRACTIVAS;.
Mujeres;Castilla.La Mancha;INFORMÁTICA Y COMUNICACIONES;96,1
Mujeres;Castilla.La Mancha;INSTALACIÓN Y MANTENIMIENTO;98,4
Mujeres;Castilla.La Mancha;MADERA, MUEBLE Y CORCHO;100,0
Mujeres;Castilla.La Mancha;MARÍTIMO-PESQUERA;.
Mujeres;Castilla.La Mancha;QUÍMICA;98,2
Mujeres;Castilla.La Mancha;SANIDAD;98,6
Mujeres;Castilla.La Mancha;SEGURIDAD Y MEDIO AMBIENTE;98,1
Mujeres;Castilla.La Mancha;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;97,7
Mujeres;Castilla.La Mancha;TEXTIL, CONFECCIÓN Y PIEL;95,4
Mujeres;Castilla.La Mancha;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;98,3
Mujeres;Castilla.La Mancha;VIDRIO Y CERÁMICA;.
Mujeres;Cataluña;ACTIVIDADES FÍSICAS Y DEPORTIVAS;..
Mujeres;Cataluña;ADMINISTRACIÓN Y GESTIÓN;..
Mujeres;Cataluña;AGRARIA;..
Mujeres;Cataluña;ARTES GRÁFICAS;..
Mujeres;Cataluña;ARTES Y ARTESANÍAS;..
Mujeres;Cataluña;COMERCIO Y MARKETING;..
Mujeres;Cataluña;EDIFICACIÓN Y OBRA CIVIL;..
Mujeres;Cataluña;ELECTRICIDAD Y ELECTRÓNICA;..
Mujeres;Cataluña;ENERGÍA Y AGUA;..
Mujeres;Cataluña;FABRICACIÓN MECÁNICA;..
Mujeres;Cataluña;HOSTELERÍA Y TURISMO;..
Mujeres;Cataluña;IMAGEN PERSONAL;..
Mujeres;Cataluña;IMAGEN Y SONIDO;..
Mujeres;Cataluña;INDUSTRIAS ALIMENTARIAS;..
Mujeres;Cataluña;INDUSTRIAS EXTRACTIVAS;..
Mujeres;Cataluña;INFORMÁTICA Y COMUNICACIONES;..
Mujeres;Cataluña;INSTALACIÓN Y MANTENIMIENTO;..
Mujeres;Cataluña;MADERA, MUEBLE Y CORCHO;..
Mujeres;Cataluña;MARÍTIMO-PESQUERA;..
Mujeres;Cataluña;QUÍMICA;..
Mujeres;Cataluña;SANIDAD;..
Mujeres;Cataluña;SEGURIDAD Y MEDIO AMBIENTE;..
Mujeres;Cataluña;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;..
Mujeres;Cataluña;TEXTIL, CONFECCIÓN Y PIEL;..
Mujeres;Cataluña;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;..
Mujeres;Cataluña;VIDRIO Y CERÁMICA;..
Mujeres;Comunitat Valenciana;ACTIVIDADES FÍSICAS Y DEPORTIVAS;91,9
Mujeres;Comunitat Valenciana;ADMINISTRACIÓN Y GESTIÓN;78,0
Mujeres;Comunitat Valenciana;AGRARIA;74,4
Mujeres;Comunitat Valenciana;ARTES GRÁFICAS;79,3
Mujeres;Comunitat Valenciana;ARTES Y ARTESANÍAS;77,4
Mujeres;Comunitat Valenciana;COMERCIO Y MARKETING;79,8
Mujeres;Comunitat Valenciana;EDIFICACIÓN Y OBRA CIVIL;64,1
Mujeres;Comunitat Valenciana;ELECTRICIDAD Y ELECTRÓNICA;68,2
Mujeres;Comunitat Valenciana;ENERGÍA Y AGUA;67,3
Mujeres;Comunitat Valenciana;FABRICACIÓN MECÁNICA;78,8
Mujeres;Comunitat Valenciana;HOSTELERÍA Y TURISMO;73,4
Mujeres;Comunitat Valenciana;IMAGEN PERSONAL;79,2
Mujeres;Comunitat Valenciana;IMAGEN Y SONIDO;83,9
Mujeres;Comunitat Valenciana;INDUSTRIAS ALIMENTARIAS;78,1
Mujeres;Comunitat Valenciana;INDUSTRIAS EXTRACTIVAS;.
Mujeres;Comunitat Valenciana;INFORMÁTICA Y COMUNICACIONES;68,1
Mujeres;Comunitat Valenciana;INSTALACIÓN Y MANTENIMIENTO;66,8
Mujeres;Comunitat Valenciana;MADERA, MUEBLE Y CORCHO;68,3
Mujeres;Comunitat Valenciana;MARÍTIMO-PESQUERA;81,1
Mujeres;Comunitat Valenciana;QUÍMICA;76,4
Mujeres;Comunitat Valenciana;SANIDAD;85,4
Mujeres;Comunitat Valenciana;SEGURIDAD Y MEDIO AMBIENTE;79,4
Mujeres;Comunitat Valenciana;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;80,3
Mujeres;Comunitat Valenciana;TEXTIL, CONFECCIÓN Y PIEL;74,5
Mujeres;Comunitat Valenciana;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;76,5
Mujeres;Comunitat Valenciana;VIDRIO Y CERÁMICA;76,3
Mujeres;Extremadura;ACTIVIDADES FÍSICAS Y DEPORTIVAS;90,3
Mujeres;Extremadura;ADMINISTRACIÓN Y GESTIÓN;88,0
Mujeres;Extremadura;AGRARIA;97,5
Mujeres;Extremadura;ARTES GRÁFICAS;85,3
Mujeres;Extremadura;ARTES Y ARTESANÍAS;.
Mujeres;Extremadura;COMERCIO Y MARKETING;91,4
Mujeres;Extremadura;EDIFICACIÓN Y OBRA CIVIL;75,9
Mujeres;Extremadura;ELECTRICIDAD Y ELECTRÓNICA;87,3
Mujeres;Extremadura;ENERGÍA Y AGUA;86,7
Mujeres;Extremadura;FABRICACIÓN MECÁNICA;100,0
Mujeres;Extremadura;HOSTELERÍA Y TURISMO;85,6
Mujeres;Extremadura;IMAGEN PERSONAL;91,2
Mujeres;Extremadura;IMAGEN Y SONIDO;81,0
Mujeres;Extremadura;INDUSTRIAS ALIMENTARIAS;90,0
Mujeres;Extremadura;INDUSTRIAS EXTRACTIVAS;.
Mujeres;Extremadura;INFORMÁTICA Y COMUNICACIONES;84,7
Mujeres;Extremadura;INSTALACIÓN Y MANTENIMIENTO;100,0
Mujeres;Extremadura;MADERA, MUEBLE Y CORCHO;71,0
Mujeres;Extremadura;MARÍTIMO-PESQUERA;.
Mujeres;Extremadura;QUÍMICA;75,8
Mujeres;Extremadura;SANIDAD;92,5
Mujeres;Extremadura;SEGURIDAD Y MEDIO AMBIENTE;97,9
Mujeres;Extremadura;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;93,9
Mujeres;Extremadura;TEXTIL, CONFECCIÓN Y PIEL;95,1
Mujeres;Extremadura;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;94,7
Mujeres;Extremadura;VIDRIO Y CERÁMICA;.
Mujeres;Galicia;ACTIVIDADES FÍSICAS Y DEPORTIVAS;94,1
Mujeres;Galicia;ADMINISTRACIÓN Y GESTIÓN;84,7
Mujeres;Galicia;AGRARIA;93,4
Mujeres;Galicia;ARTES GRÁFICAS;88,5
Mujeres;Galicia;ARTES Y ARTESANÍAS;.
Mujeres;Galicia;COMERCIO Y MARKETING;89,6
Mujeres;Galicia;EDIFICACIÓN Y OBRA CIVIL;81,5
Mujeres;Galicia;ELECTRICIDAD Y ELECTRÓNICA;75,2
Mujeres;Galicia;ENERGÍA Y AGUA;73,2
Mujeres;Galicia;FABRICACIÓN MECÁNICA;70,7
Mujeres;Galicia;HOSTELERÍA Y TURISMO;88,0
Mujeres;Galicia;IMAGEN PERSONAL;86,5
Mujeres;Galicia;IMAGEN Y SONIDO;90,4
Mujeres;Galicia;INDUSTRIAS ALIMENTARIAS;76,8
Mujeres;Galicia;INDUSTRIAS EXTRACTIVAS;.
Mujeres;Galicia;INFORMÁTICA Y COMUNICACIONES;79,2
Mujeres;Galicia;INSTALACIÓN Y MANTENIMIENTO;71,4
Mujeres;Galicia;MADERA, MUEBLE Y CORCHO;78,1
Mujeres;Galicia;MARÍTIMO-PESQUERA;91,6
Mujeres;Galicia;QUÍMICA;79,8
Mujeres;Galicia;SANIDAD;92,6
Mujeres;Galicia;SEGURIDAD Y MEDIO AMBIENTE;87,6
Mujeres;Galicia;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;94,5
Mujeres;Galicia;TEXTIL, CONFECCIÓN Y PIEL;87,2
Mujeres;Galicia;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;85,0
Mujeres;Galicia;VIDRIO Y CERÁMICA;.
Mujeres;Madrid, Comunidad de;ACTIVIDADES FÍSICAS Y DEPORTIVAS;87,3
Mujeres;Madrid, Comunidad de;ADMINISTRACIÓN Y GESTIÓN;80,7
Mujeres;Madrid, Comunidad de;AGRARIA;70,9
Mujeres;Madrid, Comunidad de;ARTES GRÁFICAS;93,0
Mujeres;Madrid, Comunidad de;ARTES Y ARTESANÍAS;.
Mujeres;Madrid, Comunidad de;COMERCIO Y MARKETING;85,6
Mujeres;Madrid, Comunidad de;EDIFICACIÓN Y OBRA CIVIL;75,6
Mujeres;Madrid, Comunidad de;ELECTRICIDAD Y ELECTRÓNICA;87,2
Mujeres;Madrid, Comunidad de;ENERGÍA Y AGUA;53,4
Mujeres;Madrid, Comunidad de;FABRICACIÓN MECÁNICA;70,2
Mujeres;Madrid, Comunidad de;HOSTELERÍA Y TURISMO;80,7
Mujeres;Madrid, Comunidad de;IMAGEN PERSONAL;89,9
Mujeres;Madrid, Comunidad de;IMAGEN Y SONIDO;94,1
Mujeres;Madrid, Comunidad de;INDUSTRIAS ALIMENTARIAS;77,3
Mujeres;Madrid, Comunidad de;INDUSTRIAS EXTRACTIVAS;.
Mujeres;Madrid, Comunidad de;INFORMÁTICA Y COMUNICACIONES;83,0
Mujeres;Madrid, Comunidad de;INSTALACIÓN Y MANTENIMIENTO;63,9
Mujeres;Madrid, Comunidad de;MADERA, MUEBLE Y CORCHO;94,5
Mujeres;Madrid, Comunidad de;MARÍTIMO-PESQUERA;.
Mujeres;Madrid, Comunidad de;QUÍMICA;73,3
Mujeres;Madrid, Comunidad de;SANIDAD;90,3
Mujeres;Madrid, Comunidad de;SEGURIDAD Y MEDIO AMBIENTE;82,9
Mujeres;Madrid, Comunidad de;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;88,8
Mujeres;Madrid, Comunidad de;TEXTIL, CONFECCIÓN Y PIEL;87,7
Mujeres;Madrid, Comunidad de;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;85,9
Mujeres;Madrid, Comunidad de;VIDRIO Y CERÁMICA;.
Mujeres;Murcia (Región de );ACTIVIDADES FÍSICAS Y DEPORTIVAS;90,4
Mujeres;Murcia (Región de );ADMINISTRACIÓN Y GESTIÓN;86,3
Mujeres;Murcia (Región de );AGRARIA;90,8
Mujeres;Murcia (Región de );ARTES GRÁFICAS;55,4
Mujeres;Murcia (Región de );ARTES Y ARTESANÍAS;.
Mujeres;Murcia (Región de );COMERCIO Y MARKETING;90,0
Mujeres;Murcia (Región de );EDIFICACIÓN Y OBRA CIVIL;73,0
Mujeres;Murcia (Región de );ELECTRICIDAD Y ELECTRÓNICA;71,6
Mujeres;Murcia (Región de );ENERGÍA Y AGUA;62,8
Mujeres;Murcia (Región de );FABRICACIÓN MECÁNICA;82,6
Mujeres;Murcia (Región de );HOSTELERÍA Y TURISMO;72,3
Mujeres;Murcia (Región de );IMAGEN PERSONAL;84,1
Mujeres;Murcia (Región de );IMAGEN Y SONIDO;93,2
Mujeres;Murcia (Región de );INDUSTRIAS ALIMENTARIAS;87,4
Mujeres;Murcia (Región de );INDUSTRIAS EXTRACTIVAS;.
Mujeres;Murcia (Región de );INFORMÁTICA Y COMUNICACIONES;78,5
Mujeres;Murcia (Región de );INSTALACIÓN Y MANTENIMIENTO;75,0
Mujeres;Murcia (Región de );MADERA, MUEBLE Y CORCHO;.
Mujeres;Murcia (Región de );MARÍTIMO-PESQUERA;98,6
Mujeres;Murcia (Región de );QUÍMICA;88,2
Mujeres;Murcia (Región de );SANIDAD;89,2
Mujeres;Murcia (Región de );SEGURIDAD Y MEDIO AMBIENTE;82,9
Mujeres;Murcia (Región de );SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;92,4
Mujeres;Murcia (Región de );TEXTIL, CONFECCIÓN Y PIEL;92,5
Mujeres;Murcia (Región de );TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;83,8
Mujeres;Murcia (Región de );VIDRIO Y CERÁMICA;.
Mujeres;Navarra, Comunidad Foral de;ACTIVIDADES FÍSICAS Y DEPORTIVAS;98,5
Mujeres;Navarra, Comunidad Foral de;ADMINISTRACIÓN Y GESTIÓN;93,1
Mujeres;Navarra, Comunidad Foral de;AGRARIA;96,8
Mujeres;Navarra, Comunidad Foral de;ARTES GRÁFICAS;97,5
Mujeres;Navarra, Comunidad Foral de;ARTES Y ARTESANÍAS;.
Mujeres;Navarra, Comunidad Foral de;COMERCIO Y MARKETING;92,5
Mujeres;Navarra, Comunidad Foral de;EDIFICACIÓN Y OBRA CIVIL;83,2
Mujeres;Navarra, Comunidad Foral de;ELECTRICIDAD Y ELECTRÓNICA;88,2
Mujeres;Navarra, Comunidad Foral de;ENERGÍA Y AGUA;92,6
Mujeres;Navarra, Comunidad Foral de;FABRICACIÓN MECÁNICA;92,3
Mujeres;Navarra, Comunidad Foral de;HOSTELERÍA Y TURISMO;88,9
Mujeres;Navarra, Comunidad Foral de;IMAGEN PERSONAL;88,5
Mujeres;Navarra, Comunidad Foral de;IMAGEN Y SONIDO;100,0
Mujeres;Navarra, Comunidad Foral de;INDUSTRIAS ALIMENTARIAS;81,7
Mujeres;Navarra, Comunidad Foral de;INDUSTRIAS EXTRACTIVAS;.
Mujeres;Navarra, Comunidad Foral de;INFORMÁTICA Y COMUNICACIONES;79,1
Mujeres;Navarra, Comunidad Foral de;INSTALACIÓN Y MANTENIMIENTO;87,9
Mujeres;Navarra, Comunidad Foral de;MADERA, MUEBLE Y CORCHO;100,0
Mujeres;Navarra, Comunidad Foral de;MARÍTIMO-PESQUERA;.
Mujeres;Navarra, Comunidad Foral de;QUÍMICA;96,4
Mujeres;Navarra, Comunidad Foral de;SANIDAD;94,9
Mujeres;Navarra, Comunidad Foral de;SEGURIDAD Y MEDIO AMBIENTE;96,4
Mujeres;Navarra, Comunidad Foral de;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;93,5
Mujeres;Navarra, Comunidad Foral de;TEXTIL, CONFECCIÓN Y PIEL;.
Mujeres;Navarra, Comunidad Foral de;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;81,8
Mujeres;Navarra, Comunidad Foral de;VIDRIO Y CERÁMICA;.
Mujeres;País Vasco;ACTIVIDADES FÍSICAS Y DEPORTIVAS;98,6
Mujeres;País Vasco;ADMINISTRACIÓN Y GESTIÓN;97,0
Mujeres;País Vasco;AGRARIA;89,9
Mujeres;País Vasco;ARTES GRÁFICAS;94,4
Mujeres;País Vasco;ARTES Y ARTESANÍAS;.
Mujeres;País Vasco;COMERCIO Y MARKETING;97,6
Mujeres;País Vasco;EDIFICACIÓN Y OBRA CIVIL;98,3
Mujeres;País Vasco;ELECTRICIDAD Y ELECTRÓNICA;94,3
Mujeres;País Vasco;ENERGÍA Y AGUA;84,6
Mujeres;País Vasco;FABRICACIÓN MECÁNICA;96,7
Mujeres;País Vasco;HOSTELERÍA Y TURISMO;95,8
Mujeres;País Vasco;IMAGEN PERSONAL;98,1
Mujeres;País Vasco;IMAGEN Y SONIDO;95,8
Mujeres;País Vasco;INDUSTRIAS ALIMENTARIAS;92,9
Mujeres;País Vasco;INDUSTRIAS EXTRACTIVAS;.
Mujeres;País Vasco;INFORMÁTICA Y COMUNICACIONES;95,0
Mujeres;País Vasco;INSTALACIÓN Y MANTENIMIENTO;97,0
Mujeres;País Vasco;MADERA, MUEBLE Y CORCHO;100,0
Mujeres;País Vasco;MARÍTIMO-PESQUERA;100,0
Mujeres;País Vasco;QUÍMICA;97,3
Mujeres;País Vasco;SANIDAD;93,7
Mujeres;País Vasco;SEGURIDAD Y MEDIO AMBIENTE;91,9
Mujeres;País Vasco;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;97,3
Mujeres;País Vasco;TEXTIL, CONFECCIÓN Y PIEL;93,8
Mujeres;País Vasco;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;98,6
Mujeres;País Vasco;VIDRIO Y CERÁMICA;.
Mujeres;Rioja, La;ACTIVIDADES FÍSICAS Y DEPORTIVAS;91,0
Mujeres;Rioja, La;ADMINISTRACIÓN Y GESTIÓN;87,9
Mujeres;Rioja, La;AGRARIA;88,4
Mujeres;Rioja, La;ARTES GRÁFICAS;.
Mujeres;Rioja, La;ARTES Y ARTESANÍAS;.
Mujeres;Rioja, La;COMERCIO Y MARKETING;91,3
Mujeres;Rioja, La;EDIFICACIÓN Y OBRA CIVIL;72,2
Mujeres;Rioja, La;ELECTRICIDAD Y ELECTRÓNICA;82,7
Mujeres;Rioja, La;ENERGÍA Y AGUA;100,0
Mujeres;Rioja, La;FABRICACIÓN MECÁNICA;54,2
Mujeres;Rioja, La;HOSTELERÍA Y TURISMO;93,6
Mujeres;Rioja, La;IMAGEN PERSONAL;91,9
Mujeres;Rioja, La;IMAGEN Y SONIDO;.
Mujeres;Rioja, La;INDUSTRIAS ALIMENTARIAS;90,4
Mujeres;Rioja, La;INDUSTRIAS EXTRACTIVAS;.
Mujeres;Rioja, La;INFORMÁTICA Y COMUNICACIONES;90,4
Mujeres;Rioja, La;INSTALACIÓN Y MANTENIMIENTO;59,5
Mujeres;Rioja, La;MADERA, MUEBLE Y CORCHO;.
Mujeres;Rioja, La;MARÍTIMO-PESQUERA;.
Mujeres;Rioja, La;QUÍMICA;91,6
Mujeres;Rioja, La;SANIDAD;89,9
Mujeres;Rioja, La;SEGURIDAD Y MEDIO AMBIENTE;72,6
Mujeres;Rioja, La;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;91,6
Mujeres;Rioja, La;TEXTIL, CONFECCIÓN Y PIEL;89,2
