Sexo;Comunidad autónoma (1);Familia profesional (2);Total
Mujeres;Asturias, Principado de;ARTES Y ARTESANÍAS;.
Mujeres;Asturias, Principado de;COMERCIO Y MARKETING;65,3
Mujeres;Asturias, Principado de;EDIFICACIÓN Y OBRA CIVIL;.
Mujeres;Asturias, Principado de;ELECTRICIDAD Y ELECTRÓNICA;92,3
Mujeres;Asturias, Principado de;ENERGÍA Y AGUA;.
Mujeres;Asturias, Principado de;FABRICACIÓN MECÁNICA;66,1
Mujeres;Asturias, Principado de;HOSTELERÍA Y TURISMO;63,1
Mujeres;Asturias, Principado de;IMAGEN PERSONAL;72,1
Mujeres;Asturias, Principado de;IMAGEN Y SONIDO;75,0
Mujeres;Asturias, Principado de;INDUSTRIAS ALIMENTARIAS;77,1
Mujeres;Asturias, Principado de;INDUSTRIAS EXTRACTIVAS;.
Mujeres;Asturias, Principado de;INFORMÁTICA Y COMUNICACIONES;82,2
Mujeres;Asturias, Principado de;INSTALACIÓN Y MANTENIMIENTO;68,8
Mujeres;Asturias, Principado de;MADERA, MUEBLE Y CORCHO;75,4
Mujeres;Asturias, Principado de;MARÍTIMO-PESQUERA;78,4
Mujeres;Asturias, Principado de;QUÍMICA;80,3
Mujeres;Asturias, Principado de;SANIDAD;89,3
Mujeres;Asturias, Principado de;SEGURIDAD Y MEDIO AMBIENTE;.
Mujeres;Asturias, Principado de;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;81,6
Mujeres;Asturias, Principado de;TEXTIL, CONFECCIÓN Y PIEL;61,8
Mujeres;Asturias, Principado de;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;66,7
Mujeres;Asturias, Principado de;VIDRIO Y CERÁMICA;.
Mujeres;Balears, Illes;ACTIVIDADES FÍSICAS Y DEPORTIVAS;87,4
Mujeres;Balears, Illes;ADMINISTRACIÓN Y GESTIÓN;86,0
Mujeres;Balears, Illes;AGRARIA;88,1
Mujeres;Balears, Illes;ARTES GRÁFICAS;89,7
Mujeres;Balears, Illes;ARTES Y ARTESANÍAS;.
Mujeres;Balears, Illes;COMERCIO Y MARKETING;81,8
Mujeres;Balears, Illes;EDIFICACIÓN Y OBRA CIVIL;84,9
Mujeres;Balears, Illes;ELECTRICIDAD Y ELECTRÓNICA;78,0
Mujeres;Balears, Illes;ENERGÍA Y AGUA;.
Mujeres;Balears, Illes;FABRICACIÓN MECÁNICA;100,0
Mujeres;Balears, Illes;HOSTELERÍA Y TURISMO;84,6
Mujeres;Balears, Illes;IMAGEN PERSONAL;87,8
Mujeres;Balears, Illes;IMAGEN Y SONIDO;93,7
Mujeres;Balears, Illes;INDUSTRIAS ALIMENTARIAS;91,6
Mujeres;Balears, Illes;INDUSTRIAS EXTRACTIVAS;.
Mujeres;Balears, Illes;INFORMÁTICA Y COMUNICACIONES;84,0
Mujeres;Balears, Illes;INSTALACIÓN Y MANTENIMIENTO;.
Mujeres;Balears, Illes;MADERA, MUEBLE Y CORCHO;87,0
Mujeres;Balears, Illes;MARÍTIMO-PESQUERA;79,2
Mujeres;Balears, Illes;QUÍMICA;.
Mujeres;Balears, Illes;SANIDAD;89,0
Mujeres;Balears, Illes;SEGURIDAD Y MEDIO AMBIENTE;100,0
Mujeres;Balears, Illes;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;94,1
Mujeres;Balears, Illes;TEXTIL, CONFECCIÓN Y PIEL;.
Mujeres;Balears, Illes;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;83,3
Mujeres;Balears, Illes;VIDRIO Y CERÁMICA;.
Mujeres;Canarias;ACTIVIDADES FÍSICAS Y DEPORTIVAS;.
Mujeres;Canarias;ADMINISTRACIÓN Y GESTIÓN;74,8
Mujeres;Canarias;AGRARIA;83,1
Mujeres;Canarias;ARTES GRÁFICAS;83,5
Mujeres;Canarias;ARTES Y ARTESANÍAS;.
Mujeres;Canarias;COMERCIO Y MARKETING;83,9
Mujeres;Canarias;EDIFICACIÓN Y OBRA CIVIL;62,9
Mujeres;Canarias;ELECTRICIDAD Y ELECTRÓNICA;51,3
Mujeres;Canarias;ENERGÍA Y AGUA;63,6
Mujeres;Canarias;FABRICACIÓN MECÁNICA;76,5
Mujeres;Canarias;HOSTELERÍA Y TURISMO;78,6
Mujeres;Canarias;IMAGEN PERSONAL;77,2
Mujeres;Canarias;IMAGEN Y SONIDO;65,3
Mujeres;Canarias;INDUSTRIAS ALIMENTARIAS;78,1
Mujeres;Canarias;INDUSTRIAS EXTRACTIVAS;.
Mujeres;Canarias;INFORMÁTICA Y COMUNICACIONES;68,3
Mujeres;Canarias;INSTALACIÓN Y MANTENIMIENTO;55,6
Mujeres;Canarias;MADERA, MUEBLE Y CORCHO;68,0
Mujeres;Canarias;MARÍTIMO-PESQUERA;86,0
Mujeres;Canarias;QUÍMICA;81,0
Mujeres;Canarias;SANIDAD;86,8
Mujeres;Canarias;SEGURIDAD Y MEDIO AMBIENTE;.
Mujeres;Canarias;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;87,5
Mujeres;Canarias;TEXTIL, CONFECCIÓN Y PIEL;77,7
Mujeres;Canarias;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;73,1
Mujeres;Canarias;VIDRIO Y CERÁMICA;.
Mujeres;Cantabria;ACTIVIDADES FÍSICAS Y DEPORTIVAS;97,7
Mujeres;Cantabria;ADMINISTRACIÓN Y GESTIÓN;93,6
Mujeres;Cantabria;AGRARIA;85,0
Mujeres;Cantabria;ARTES GRÁFICAS;97,0
Mujeres;Cantabria;ARTES Y ARTESANÍAS;.
Mujeres;Cantabria;COMERCIO Y MARKETING;87,6
Mujeres;Cantabria;EDIFICACIÓN Y OBRA CIVIL;100,0
Mujeres;Cantabria;ELECTRICIDAD Y ELECTRÓNICA;94,4
Mujeres;Cantabria;ENERGÍA Y AGUA;.
Mujeres;Cantabria;FABRICACIÓN MECÁNICA;100,0
Mujeres;Cantabria;HOSTELERÍA Y TURISMO;86,4
Mujeres;Cantabria;IMAGEN PERSONAL;90,6
Mujeres;Cantabria;IMAGEN Y SONIDO;.
Mujeres;Cantabria;INDUSTRIAS ALIMENTARIAS;92,1
Mujeres;Cantabria;INDUSTRIAS EXTRACTIVAS;.
Mujeres;Cantabria;INFORMÁTICA Y COMUNICACIONES;80,5
Mujeres;Cantabria;INSTALACIÓN Y MANTENIMIENTO;90,9
Mujeres;Cantabria;MADERA, MUEBLE Y CORCHO;100,0
Mujeres;Cantabria;MARÍTIMO-PESQUERA;100,0
Mujeres;Cantabria;QUÍMICA;92,2
Mujeres;Cantabria;SANIDAD;95,0
Mujeres;Cantabria;SEGURIDAD Y MEDIO AMBIENTE;.
Mujeres;Cantabria;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;90,8
Mujeres;Cantabria;TEXTIL, CONFECCIÓN Y PIEL;93,4
Mujeres;Cantabria;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;81,2
Mujeres;Cantabria;VIDRIO Y CERÁMICA;.
Mujeres;Castilla y León;ACTIVIDADES FÍSICAS Y DEPORTIVAS;81,4
Mujeres;Castilla y León;ADMINISTRACIÓN Y GESTIÓN;74,2
Mujeres;Castilla y León;AGRARIA;75,2
Mujeres;Castilla y León;ARTES GRÁFICAS;76,0
Mujeres;Castilla y León;ARTES Y ARTESANÍAS;.
Mujeres;Castilla y León;COMERCIO Y MARKETING;72,1
Mujeres;Castilla y León;EDIFICACIÓN Y OBRA CIVIL;81,8
Mujeres;Castilla y León;ELECTRICIDAD Y ELECTRÓNICA;61,4
Mujeres;Castilla y León;ENERGÍA Y AGUA;.
Mujeres;Castilla y León;FABRICACIÓN MECÁNICA;60,9
Mujeres;Castilla y León;HOSTELERÍA Y TURISMO;68,1
Mujeres;Castilla y León;IMAGEN PERSONAL;71,3
Mujeres;Castilla y León;IMAGEN Y SONIDO;100,0
Mujeres;Castilla y León;INDUSTRIAS ALIMENTARIAS;81,3
Mujeres;Castilla y León;INDUSTRIAS EXTRACTIVAS;.
Mujeres;Castilla y León;INFORMÁTICA Y COMUNICACIONES;68,2
Mujeres;Castilla y León;INSTALACIÓN Y MANTENIMIENTO;74,7
Mujeres;Castilla y León;MADERA, MUEBLE Y CORCHO;44,8
Mujeres;Castilla y León;MARÍTIMO-PESQUERA;.
Mujeres;Castilla y León;QUÍMICA;69,2
Mujeres;Castilla y León;SANIDAD;78,4
Mujeres;Castilla y León;SEGURIDAD Y MEDIO AMBIENTE;100,0
Mujeres;Castilla y León;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;85,3
Mujeres;Castilla y León;TEXTIL, CONFECCIÓN Y PIEL;67,1
Mujeres;Castilla y León;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;69,9
Mujeres;Castilla y León;VIDRIO Y CERÁMICA;.
Mujeres;Castilla.La Mancha;ACTIVIDADES FÍSICAS Y DEPORTIVAS;96,2
Mujeres;Castilla.La Mancha;ADMINISTRACIÓN Y GESTIÓN;93,8
Mujeres;Castilla.La Mancha;AGRARIA;93,2
Mujeres;Castilla.La Mancha;ARTES GRÁFICAS;96,7
Mujeres;Castilla.La Mancha;ARTES Y ARTESANÍAS;.
Mujeres;Castilla.La Mancha;COMERCIO Y MARKETING;95,4
Mujeres;Castilla.La Mancha;EDIFICACIÓN Y OBRA CIVIL;100,0
Mujeres;Castilla.La Mancha;ELECTRICIDAD Y ELECTRÓNICA;94,0
Mujeres;Castilla.La Mancha;ENERGÍA Y AGUA;.
Mujeres;Castilla.La Mancha;FABRICACIÓN MECÁNICA;100,0
Mujeres;Castilla.La Mancha;HOSTELERÍA Y TURISMO;94,6
Mujeres;Castilla.La Mancha;IMAGEN PERSONAL;94,4
Mujeres;Castilla.La Mancha;IMAGEN Y SONIDO;100,0
Mujeres;Castilla.La Mancha;INDUSTRIAS ALIMENTARIAS;95,9
Mujeres;Castilla.La Mancha;INDUSTRIAS EXTRACTIVAS;.
Mujeres;Castilla.La Mancha;INFORMÁTICA Y COMUNICACIONES;91,3
Mujeres;Castilla.La Mancha;INSTALACIÓN Y MANTENIMIENTO;100,0
Mujeres;Castilla.La Mancha;MADERA, MUEBLE Y CORCHO;90,0
Mujeres;Castilla.La Mancha;MARÍTIMO-PESQUERA;.
Mujeres;Castilla.La Mancha;QUÍMICA;94,8
Mujeres;Castilla.La Mancha;SANIDAD;97,8
Mujeres;Castilla.La Mancha;SEGURIDAD Y MEDIO AMBIENTE;100,0
Mujeres;Castilla.La Mancha;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;96,4
Mujeres;Castilla.La Mancha;TEXTIL, CONFECCIÓN Y PIEL;99,4
Mujeres;Castilla.La Mancha;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;98,3
Mujeres;Castilla.La Mancha;VIDRIO Y CERÁMICA;.
Mujeres;Cataluña;ACTIVIDADES FÍSICAS Y DEPORTIVAS;..
Mujeres;Cataluña;ADMINISTRACIÓN Y GESTIÓN;..
Mujeres;Cataluña;AGRARIA;..
Mujeres;Cataluña;ARTES GRÁFICAS;..
Mujeres;Cataluña;ARTES Y ARTESANÍAS;..
Mujeres;Cataluña;COMERCIO Y MARKETING;..
Mujeres;Cataluña;EDIFICACIÓN Y OBRA CIVIL;..
Mujeres;Cataluña;ELECTRICIDAD Y ELECTRÓNICA;..
Mujeres;Cataluña;ENERGÍA Y AGUA;..
Mujeres;Cataluña;FABRICACIÓN MECÁNICA;..
Mujeres;Cataluña;HOSTELERÍA Y TURISMO;..
Mujeres;Cataluña;IMAGEN PERSONAL;..
Mujeres;Cataluña;IMAGEN Y SONIDO;..
Mujeres;Cataluña;INDUSTRIAS ALIMENTARIAS;..
Mujeres;Cataluña;INDUSTRIAS EXTRACTIVAS;..
Mujeres;Cataluña;INFORMÁTICA Y COMUNICACIONES;..
Mujeres;Cataluña;INSTALACIÓN Y MANTENIMIENTO;..
Mujeres;Cataluña;MADERA, MUEBLE Y CORCHO;..
Mujeres;Cataluña;MARÍTIMO-PESQUERA;..
Mujeres;Cataluña;QUÍMICA;..
Mujeres;Cataluña;SANIDAD;..
Mujeres;Cataluña;SEGURIDAD Y MEDIO AMBIENTE;..
Mujeres;Cataluña;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;..
Mujeres;Cataluña;TEXTIL, CONFECCIÓN Y PIEL;..
Mujeres;Cataluña;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;..
Mujeres;Cataluña;VIDRIO Y CERÁMICA;..
Mujeres;Comunitat Valenciana;ACTIVIDADES FÍSICAS Y DEPORTIVAS;88,3
Mujeres;Comunitat Valenciana;ADMINISTRACIÓN Y GESTIÓN;82,9
Mujeres;Comunitat Valenciana;AGRARIA;79,8
Mujeres;Comunitat Valenciana;ARTES GRÁFICAS;83,0
Mujeres;Comunitat Valenciana;ARTES Y ARTESANÍAS;.
Mujeres;Comunitat Valenciana;COMERCIO Y MARKETING;86,5
Mujeres;Comunitat Valenciana;EDIFICACIÓN Y OBRA CIVIL;84,7
Mujeres;Comunitat Valenciana;ELECTRICIDAD Y ELECTRÓNICA;74,0
Mujeres;Comunitat Valenciana;ENERGÍA Y AGUA;56,3
Mujeres;Comunitat Valenciana;FABRICACIÓN MECÁNICA;81,9
Mujeres;Comunitat Valenciana;HOSTELERÍA Y TURISMO;77,9
Mujeres;Comunitat Valenciana;IMAGEN PERSONAL;81,8
Mujeres;Comunitat Valenciana;IMAGEN Y SONIDO;80,8
Mujeres;Comunitat Valenciana;INDUSTRIAS ALIMENTARIAS;81,8
Mujeres;Comunitat Valenciana;INDUSTRIAS EXTRACTIVAS;.
Mujeres;Comunitat Valenciana;INFORMÁTICA Y COMUNICACIONES;81,8
Mujeres;Comunitat Valenciana;INSTALACIÓN Y MANTENIMIENTO;73,2
Mujeres;Comunitat Valenciana;MADERA, MUEBLE Y CORCHO;79,9
Mujeres;Comunitat Valenciana;MARÍTIMO-PESQUERA;85,7
Mujeres;Comunitat Valenciana;QUÍMICA;78,2
Mujeres;Comunitat Valenciana;SANIDAD;84,8
Mujeres;Comunitat Valenciana;SEGURIDAD Y MEDIO AMBIENTE;88,0
Mujeres;Comunitat Valenciana;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;87,5
Mujeres;Comunitat Valenciana;TEXTIL, CONFECCIÓN Y PIEL;90,0
Mujeres;Comunitat Valenciana;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;73,6
Mujeres;Comunitat Valenciana;VIDRIO Y CERÁMICA;82,0
Mujeres;Extremadura;ACTIVIDADES FÍSICAS Y DEPORTIVAS;87,3
Mujeres;Extremadura;ADMINISTRACIÓN Y GESTIÓN;79,0
Mujeres;Extremadura;AGRARIA;90,0
Mujeres;Extremadura;ARTES GRÁFICAS;95,2
Mujeres;Extremadura;ARTES Y ARTESANÍAS;.
Mujeres;Extremadura;COMERCIO Y MARKETING;90,1
Mujeres;Extremadura;EDIFICACIÓN Y OBRA CIVIL;73,0
Mujeres;Extremadura;ELECTRICIDAD Y ELECTRÓNICA;95,3
Mujeres;Extremadura;ENERGÍA Y AGUA;.
Mujeres;Extremadura;FABRICACIÓN MECÁNICA;90,0
Mujeres;Extremadura;HOSTELERÍA Y TURISMO;71,9
Mujeres;Extremadura;IMAGEN PERSONAL;84,3
Mujeres;Extremadura;IMAGEN Y SONIDO;.
Mujeres;Extremadura;INDUSTRIAS ALIMENTARIAS;82,0
Mujeres;Extremadura;INDUSTRIAS EXTRACTIVAS;.
Mujeres;Extremadura;INFORMÁTICA Y COMUNICACIONES;72,4
Mujeres;Extremadura;INSTALACIÓN Y MANTENIMIENTO;0,0
Mujeres;Extremadura;MADERA, MUEBLE Y CORCHO;100,0
Mujeres;Extremadura;MARÍTIMO-PESQUERA;.
Mujeres;Extremadura;QUÍMICA;63,7
Mujeres;Extremadura;SANIDAD;86,6
Mujeres;Extremadura;SEGURIDAD Y MEDIO AMBIENTE;.
Mujeres;Extremadura;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;89,3
Mujeres;Extremadura;TEXTIL, CONFECCIÓN Y PIEL;.
Mujeres;Extremadura;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;74,6
Mujeres;Extremadura;VIDRIO Y CERÁMICA;.
Mujeres;Galicia;ACTIVIDADES FÍSICAS Y DEPORTIVAS;90,2
Mujeres;Galicia;ADMINISTRACIÓN Y GESTIÓN;76,2
Mujeres;Galicia;AGRARIA;89,5
Mujeres;Galicia;ARTES GRÁFICAS;79,9
Mujeres;Galicia;ARTES Y ARTESANÍAS;.
Mujeres;Galicia;COMERCIO Y MARKETING;87,6
Mujeres;Galicia;EDIFICACIÓN Y OBRA CIVIL;85,7
Mujeres;Galicia;ELECTRICIDAD Y ELECTRÓNICA;70,8
Mujeres;Galicia;ENERGÍA Y AGUA;.
Mujeres;Galicia;FABRICACIÓN MECÁNICA;67,2
Mujeres;Galicia;HOSTELERÍA Y TURISMO;80,0
Mujeres;Galicia;IMAGEN PERSONAL;81,7
Mujeres;Galicia;IMAGEN Y SONIDO;86,4
Mujeres;Galicia;INDUSTRIAS ALIMENTARIAS;82,0
Mujeres;Galicia;INDUSTRIAS EXTRACTIVAS;.
Mujeres;Galicia;INFORMÁTICA Y COMUNICACIONES;78,8
Mujeres;Galicia;INSTALACIÓN Y MANTENIMIENTO;60,6
Mujeres;Galicia;MADERA, MUEBLE Y CORCHO;73,5
Mujeres;Galicia;MARÍTIMO-PESQUERA;91,5
Mujeres;Galicia;QUÍMICA;69,9
Mujeres;Galicia;SANIDAD;88,2
Mujeres;Galicia;SEGURIDAD Y MEDIO AMBIENTE;.
Mujeres;Galicia;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;88,7
Mujeres;Galicia;TEXTIL, CONFECCIÓN Y PIEL;92,1
Mujeres;Galicia;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;73,7
Mujeres;Galicia;VIDRIO Y CERÁMICA;.
Mujeres;Madrid, Comunidad de;ACTIVIDADES FÍSICAS Y DEPORTIVAS;82,7
Mujeres;Madrid, Comunidad de;ADMINISTRACIÓN Y GESTIÓN;76,7
Mujeres;Madrid, Comunidad de;AGRARIA;78,9
Mujeres;Madrid, Comunidad de;ARTES GRÁFICAS;77,1
Mujeres;Madrid, Comunidad de;ARTES Y ARTESANÍAS;.
Mujeres;Madrid, Comunidad de;COMERCIO Y MARKETING;82,5
Mujeres;Madrid, Comunidad de;EDIFICACIÓN Y OBRA CIVIL;84,5
Mujeres;Madrid, Comunidad de;ELECTRICIDAD Y ELECTRÓNICA;80,3
Mujeres;Madrid, Comunidad de;ENERGÍA Y AGUA;38,1
Mujeres;Madrid, Comunidad de;FABRICACIÓN MECÁNICA;60,0
Mujeres;Madrid, Comunidad de;HOSTELERÍA Y TURISMO;68,0
Mujeres;Madrid, Comunidad de;IMAGEN PERSONAL;76,8
Mujeres;Madrid, Comunidad de;IMAGEN Y SONIDO;86,6
Mujeres;Madrid, Comunidad de;INDUSTRIAS ALIMENTARIAS;52,7
Mujeres;Madrid, Comunidad de;INDUSTRIAS EXTRACTIVAS;.
Mujeres;Madrid, Comunidad de;INFORMÁTICA Y COMUNICACIONES;76,9
Mujeres;Madrid, Comunidad de;INSTALACIÓN Y MANTENIMIENTO;80,6
Mujeres;Madrid, Comunidad de;MADERA, MUEBLE Y CORCHO;83,4
Mujeres;Madrid, Comunidad de;MARÍTIMO-PESQUERA;.
Mujeres;Madrid, Comunidad de;QUÍMICA;71,8
Mujeres;Madrid, Comunidad de;SANIDAD;81,6
Mujeres;Madrid, Comunidad de;SEGURIDAD Y MEDIO AMBIENTE;30,9
Mujeres;Madrid, Comunidad de;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;79,0
Mujeres;Madrid, Comunidad de;TEXTIL, CONFECCIÓN Y PIEL;71,7
Mujeres;Madrid, Comunidad de;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;66,3
Mujeres;Madrid, Comunidad de;VIDRIO Y CERÁMICA;.
Mujeres;Murcia (Región de );ACTIVIDADES FÍSICAS Y DEPORTIVAS;83,6
Mujeres;Murcia (Región de );ADMINISTRACIÓN Y GESTIÓN;74,5
Mujeres;Murcia (Región de );AGRARIA;84,8
Mujeres;Murcia (Región de );ARTES GRÁFICAS;58,5
Mujeres;Murcia (Región de );ARTES Y ARTESANÍAS;.
Mujeres;Murcia (Región de );COMERCIO Y MARKETING;80,8
Mujeres;Murcia (Región de );EDIFICACIÓN Y OBRA CIVIL;88,2
Mujeres;Murcia (Región de );ELECTRICIDAD Y ELECTRÓNICA;70,3
Mujeres;Murcia (Región de );ENERGÍA Y AGUA;.
Mujeres;Murcia (Región de );FABRICACIÓN MECÁNICA;85,6
Mujeres;Murcia (Región de );HOSTELERÍA Y TURISMO;69,3
Mujeres;Murcia (Región de );IMAGEN PERSONAL;81,6
Mujeres;Murcia (Región de );IMAGEN Y SONIDO;93,6
Mujeres;Murcia (Región de );INDUSTRIAS ALIMENTARIAS;68,7
Mujeres;Murcia (Región de );INDUSTRIAS EXTRACTIVAS;.
Mujeres;Murcia (Región de );INFORMÁTICA Y COMUNICACIONES;60,8
Mujeres;Murcia (Región de );INSTALACIÓN Y MANTENIMIENTO;72,7
Mujeres;Murcia (Región de );MADERA, MUEBLE Y CORCHO;100,0
Mujeres;Murcia (Región de );MARÍTIMO-PESQUERA;93,8
Mujeres;Murcia (Región de );QUÍMICA;73,6
Mujeres;Murcia (Región de );SANIDAD;79,3
Mujeres;Murcia (Región de );SEGURIDAD Y MEDIO AMBIENTE;99,3
Mujeres;Murcia (Región de );SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;83,4
Mujeres;Murcia (Región de );TEXTIL, CONFECCIÓN Y PIEL;54,8
Mujeres;Murcia (Región de );TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;77,7
Mujeres;Murcia (Región de );VIDRIO Y CERÁMICA;.
Mujeres;Navarra, Comunidad Foral de;ACTIVIDADES FÍSICAS Y DEPORTIVAS;94,9
Mujeres;Navarra, Comunidad Foral de;ADMINISTRACIÓN Y GESTIÓN;92,2
Mujeres;Navarra, Comunidad Foral de;AGRARIA;97,0
Mujeres;Navarra, Comunidad Foral de;ARTES GRÁFICAS;90,0
Mujeres;Navarra, Comunidad Foral de;ARTES Y ARTESANÍAS;.
Mujeres;Navarra, Comunidad Foral de;COMERCIO Y MARKETING;83,7
Mujeres;Navarra, Comunidad Foral de;EDIFICACIÓN Y OBRA CIVIL;.
Mujeres;Navarra, Comunidad Foral de;ELECTRICIDAD Y ELECTRÓNICA;87,5
Mujeres;Navarra, Comunidad Foral de;ENERGÍA Y AGUA;88,9
Mujeres;Navarra, Comunidad Foral de;FABRICACIÓN MECÁNICA;77,4
Mujeres;Navarra, Comunidad Foral de;HOSTELERÍA Y TURISMO;73,3
Mujeres;Navarra, Comunidad Foral de;IMAGEN PERSONAL;86,7
Mujeres;Navarra, Comunidad Foral de;IMAGEN Y SONIDO;81,0
Mujeres;Navarra, Comunidad Foral de;INDUSTRIAS ALIMENTARIAS;79,5
Mujeres;Navarra, Comunidad Foral de;INDUSTRIAS EXTRACTIVAS;100,0
Mujeres;Navarra, Comunidad Foral de;INFORMÁTICA Y COMUNICACIONES;90,8
Mujeres;Navarra, Comunidad Foral de;INSTALACIÓN Y MANTENIMIENTO;68,4
Mujeres;Navarra, Comunidad Foral de;MADERA, MUEBLE Y CORCHO;100,0
Mujeres;Navarra, Comunidad Foral de;MARÍTIMO-PESQUERA;.
Mujeres;Navarra, Comunidad Foral de;QUÍMICA;85,3
Mujeres;Navarra, Comunidad Foral de;SANIDAD;94,1
Mujeres;Navarra, Comunidad Foral de;SEGURIDAD Y MEDIO AMBIENTE;.
Mujeres;Navarra, Comunidad Foral de;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;95,3
Mujeres;Navarra, Comunidad Foral de;TEXTIL, CONFECCIÓN Y PIEL;91,7
Mujeres;Navarra, Comunidad Foral de;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;97,4
Mujeres;Navarra, Comunidad Foral de;VIDRIO Y CERÁMICA;.
Mujeres;País Vasco;ACTIVIDADES FÍSICAS Y DEPORTIVAS;91,3
Mujeres;País Vasco;ADMINISTRACIÓN Y GESTIÓN;93,4
Mujeres;País Vasco;AGRARIA;85,6
Mujeres;País Vasco;ARTES GRÁFICAS;94,4
Mujeres;País Vasco;ARTES Y ARTESANÍAS;.
Mujeres;País Vasco;COMERCIO Y MARKETING;94,0
Mujeres;País Vasco;EDIFICACIÓN Y OBRA CIVIL;92,1
Mujeres;País Vasco;ELECTRICIDAD Y ELECTRÓNICA;86,3
Mujeres;País Vasco;ENERGÍA Y AGUA;.
Mujeres;País Vasco;FABRICACIÓN MECÁNICA;95,3
Mujeres;País Vasco;HOSTELERÍA Y TURISMO;91,5
Mujeres;País Vasco;IMAGEN PERSONAL;96,5
Mujeres;País Vasco;IMAGEN Y SONIDO;100,0
Mujeres;País Vasco;INDUSTRIAS ALIMENTARIAS;92,9
Mujeres;País Vasco;INDUSTRIAS EXTRACTIVAS;.
Mujeres;País Vasco;INFORMÁTICA Y COMUNICACIONES;93,9
Mujeres;País Vasco;INSTALACIÓN Y MANTENIMIENTO;95,1
Mujeres;País Vasco;MADERA, MUEBLE Y CORCHO;98,6
Mujeres;País Vasco;MARÍTIMO-PESQUERA;93,9
Mujeres;País Vasco;QUÍMICA;91,5
Mujeres;País Vasco;SANIDAD;87,0
Mujeres;País Vasco;SEGURIDAD Y MEDIO AMBIENTE;.
Mujeres;País Vasco;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;97,4
Mujeres;País Vasco;TEXTIL, CONFECCIÓN Y PIEL;77,9
Mujeres;País Vasco;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;90,9
Mujeres;País Vasco;VIDRIO Y CERÁMICA;.
Mujeres;Rioja, La;ACTIVIDADES FÍSICAS Y DEPORTIVAS;92,9
Mujeres;Rioja, La;ADMINISTRACIÓN Y GESTIÓN;78,9
Mujeres;Rioja, La;AGRARIA;80,0
Mujeres;Rioja, La;ARTES GRÁFICAS;75,0
Mujeres;Rioja, La;ARTES Y ARTESANÍAS;.
Mujeres;Rioja, La;COMERCIO Y MARKETING;87,8
Mujeres;Rioja, La;EDIFICACIÓN Y OBRA CIVIL;78,1
Mujeres;Rioja, La;ELECTRICIDAD Y ELECTRÓNICA;62,3
Mujeres;Rioja, La;ENERGÍA Y AGUA;.
Mujeres;Rioja, La;FABRICACIÓN MECÁNICA;57,7
Mujeres;Rioja, La;HOSTELERÍA Y TURISMO;75,9
Mujeres;Rioja, La;IMAGEN PERSONAL;74,6
Mujeres;Rioja, La;IMAGEN Y SONIDO;.
Mujeres;Rioja, La;INDUSTRIAS ALIMENTARIAS;79,6
Mujeres;Rioja, La;INDUSTRIAS EXTRACTIVAS;.
Mujeres;Rioja, La;INFORMÁTICA Y COMUNICACIONES;75,0
Mujeres;Rioja, La;INSTALACIÓN Y MANTENIMIENTO;33,3
Mujeres;Rioja, La;MADERA, MUEBLE Y CORCHO;100,0
Mujeres;Rioja, La;MARÍTIMO-PESQUERA;.
Mujeres;Rioja, La;QUÍMICA;88,5
Mujeres;Rioja, La;SANIDAD;76,2
Mujeres;Rioja, La;SEGURIDAD Y MEDIO AMBIENTE;.
Mujeres;Rioja, La;SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;94,4
Mujeres;Rioja, La;TEXTIL, CONFECCIÓN Y PIEL;.
Mujeres;Rioja, La;TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;96,8
Mujeres;Rioja, La;VIDRIO Y CERÁMICA;.
